代码,名称,PER,PBR,時価総額,営業利益率,ROA,ROE,セクター,業種,配当利回り,EPS,更新日
5971,"Kyowakogyosyo Co.,Ltd.",11.661946,0.5871513,9592291328.0,7.140000000000001,3.288,5.2299999999999995,Industrials,Tools & Accessories,109.00000000000001,631.97,20260216
5973,Toami Corporation,26.822683,0.31090474,3418396672.0,1.5859999,0.269,1.2259999000000001,Basic Materials,Steel,267.0,22.22,20260216
5974,"Chugokukogyo Co.,Ltd.",6.047108,0.45630002,2614787584.0,5.644,1.825,6.963,Utilities,Utilities - Regulated Gas,250.99999999999997,132.46,20260216
5975,Topre Corporation,7.5997295,0.5916615,138866180096.0,8.1709996,5.054,7.432999999999999,Consumer Cyclical,Auto Parts,297.0,369.75,20260216
5976,"Neturen Co., Ltd.",29.864725,0.8249066,46787870720.0,3.9309999999999996,1.205,3.6249999999999996,Basic Materials,Steel,476.0,48.05,20260216
5981,"Tokyo Rope Mfg. Co., Ltd.",7.7532444,0.7218259,28476751872.0,8.618,3.128,11.254,Industrials,Specialty Industrial Machinery,354.0,237.32,20260216
5982,"Maruzen Co., Ltd.",13.352628,1.2787248,64306520064.0,9.472,5.308,10.0109994,Industrials,Specialty Industrial Machinery,295.0,304.06,20260216
5983,Iwabuchi Corporation,14.926797,0.6539395,13030278144.0,13.284999000000001,3.4779999999999998,5.248,Industrials,Electrical Equipment & Parts,229.0,838.09,20260216
5984,Kanefusa Corporation,9.454181,0.3915957,11773264896.0,8.705,1.844,2.005,Industrials,Specialty Industrial Machinery,208.0,89.59,20260216
5985,Suncall Corporation,9.834454,1.1486925,36349775872.0,12.286999999999999,7.631,13.563,Consumer Cyclical,Auto Parts,167.0,122.02,20260216
5986,"Molitec Steel Co., Ltd.",14.638665,0.34718254,5309812224.0,1.87,0.772,3.9809997999999998,Basic Materials,Steel,179.0,16.19,20260216
5987,ONEX Corporation,954.39557,0.5190128,2875860480.0,9.7770005,0.83,4.31,Industrials,Metal Fabrication,110.00000000000001,1.82,20260216
5988,"PIOLAX, Inc.",53.87165,0.6870431,43688333312.0,2.2939998999999998,0.7969999999999999,0.70499997,Consumer Cyclical,Auto Parts,518.0,33.19,20260216
5989,"H-One Co.,Ltd.",4.5322194,0.550675,40306769920.0,4.736,3.3329999999999997,11.841,Consumer Cyclical,Auto Parts,447.0,315.96,20260216
5990,Super Tool Co. Ltd.,,0.45666337,4692444672.0,3.6470000000000002,1.393,1.963,Industrials,Tools & Accessories,351.0,-112.6,20260216
5991,"NHK Spring Co., Ltd.",15.756855,1.4500874,618114187264.0,6.35,,,Consumer Cyclical,Auto Parts,212.0,193.63,20260216
5992,"Chuo Spring Co.,Ltd.",45.130333,1.0424604,87794999296.0,2.036,1.444,11.903,Consumer Cyclical,Auto Parts,168.0,77.11,20260216
5994,"Fine Sinter Co., Ltd.",3.7699404,0.40471146,7102051328.0,2.316,2.795,9.4849996,Industrials,Metal Fabrication,73.0,440.06,20260216
5997,Kyoritsu Air Tech Inc.,7.853295,0.37184662,3657108224.0,7.964,2.394,4.8860002,Industrials,Building Products & Equipment,261.0,96.52,20260216
5998,Advanex Inc.,12.518081,0.88339716,8526915584.0,3.3930000000000002,2.915,3.4819999999999998,Industrials,Tools & Accessories,92.0,165.92,20260216
6005,"Miura Co., Ltd.",12.157974,1.4987209,344996511744.0,12.144,4.1989997,13.248999999999999,Industrials,Specialty Industrial Machinery,218.00000000000003,245.23,20260216
6013,"Takuma Co., Ltd.",21.440462,1.9379143,212240531456.0,12.324,4.917,10.585,Industrials,Pollution & Treatment Controls,304.0,132.18,20260216
6016,Japan Engine Corporation,29.694443,19.084713,127180382208.0,6.992,2.104,8.513,Industrials,Specialty Industrial Machinery,46.0,510.87,20260216
6018,"The Hanshin Diesel Works, Ltd.",22.563047,1.0074064,15282654208.0,6.1339997,2.5069999999999997,5.5409998,Industrials,Specialty Industrial Machinery,160.0,208.97,20260216
6022,Akasaka Diesels Limited,33.5635,0.7285169,5139997696.0,1.30900005,2.056,4.118,Industrials,Aerospace & Defense,70.0,114.41,20260216
6023,"Daihatsu Infinearth Mfg.Co.,Ltd",13.003914,1.4015402,65053716480.0,10.6979996,3.888,10.213,Industrials,Specialty Industrial Machinery,243.00000000000003,196.71,20260216
6027,"Bengo4.com,Inc.",40.45075,8.461466,54785916928.0,14.094000000000001,12.828000000000001,27.711999999999996,Industrials,Consulting Services,,59.9,20260216
6029,Artra Group Corporation,11.557789,0.9751902,1652944128.0,4.7270004,2.1389998,16.486,Healthcare,Medical Care Facilities,,13.93,20260216
6030,"Adventure, Inc.",6.8481307,1.550077,14719076352.0,6.1550003,1.149,-20.596,Consumer Cyclical,Travel Services,,-230.31,20260216
6031,Zeta Inc.,30.459126,6.072242,5557433344.0,39.314997,8.621999599999999,26.340000000000003,Technology,Software - Infrastructure,165.0,8.93,20260216
6033,"Extreme Co.,Ltd.",6.9695115,1.1228166,7318518784.0,13.369,10.7080005,17.176001,Communication Services,Electronic Gaming & Multimedia,886.0,196.14,20260216
6034,MRT Inc.,,0.79894817,3675507456.0,-3.344,0.9079999999999999,1.0779999,Healthcare,Medical Care Facilities,,-49.09,20260216
6035,"IR Japan Holdings, Ltd.",18.563686,2.4706423,14601501696.0,21.661,11.5030006,15.542,Industrials,Consulting Services,282.0,44.28,20260216
6036,"KeePer Technical Laboratory Co., Ltd.",19.1588,4.5073576,93608886272.0,23.918,18.544,27.403,Basic Materials,Specialty Chemicals,176.0,179.03,20260216
6037,"RAKUMACHI,Inc.",18.626226,4.0311217,20502654976.0,53.190000000000005,15.726999999999999,21.358,Communication Services,Internet Content & Information,127.0,56.05,20260216
6038,"IID, Inc.",15.522198,0.9810849,4727275520.0,9.132,3.438,9.91,Communication Services,Advertising Agencies,229.0,62.62,20260216
6039,"Japan Animal Referral Medical Center Co., Ltd.",27.291433,4.226976,18856538112.0,21.282,6.827,16.589001,Consumer Cyclical,Personal Services,61.0,53.46,20260216
6040,"Nippon Ski Resort Development Co.,Ltd.",13.802083,2.8052387,21898319872.0,-23.382,10.0209996,19.524999,Consumer Cyclical,Resorts & Casinos,146.0,34.56,20260216
6042,"Nikki Co., Ltd.",14.928214,0.5962935,8060696064.0,9.114,2.622,5.554,Consumer Cyclical,Auto Parts,256.0,289.05,20260216
6044,Sanki Service Corporation,13.779897,2.2391653,11376099328.0,5.829,8.221,17.547001,Industrials,Specialty Business Services,160.0,127.94,20260216
6045,"Rentracks CO.,LTD.",20.642256,3.5298886,13685382144.0,18.378,7.518,17.286,Communication Services,Advertising Agencies,134.0,84.39,20260216
6046,Linkbal Inc.,,4.6567903,3823264768.0,4.263999999999999,-2.614,-17.676,Communication Services,Internet Content & Information,,-10.58,20260216
6047,Gunosy Inc.,57.320873,1.2085016,13188564992.0,1.936,1.39999995,1.96,Technology,Software - Application,335.0,9.63,20260216
6049,ItoKuro Inc.,30.132053,0.6424482,5092060160.0,33.367002,29.584,84.42699999999999,Communication Services,Internet Content & Information,,8.33,20260216
6050,E-Guardian Inc.,19.649424,1.5801682,18584934400.0,8.336,,,Technology,Information Technology Services,237.0,81.58,20260216
6054,Livesense Inc.,,0.7990016,3332652288.0,-3.5589999999999997,-4.768,-0.095,Communication Services,Internet Content & Information,,-10.64,20260216
6055,"JAPAN MATERIAL Co., Ltd.",22.196287,3.4946983,205240025088.0,24.430001,13.957,18.457001,Industrials,Engineering & Construction,136.0,89.97,20260216
6058,Vector Inc.,13.083935,3.2522013,64634318848.0,20.459999,14.852999,30.038999999999998,Communication Services,Advertising Agencies,234.0,105.32,20260216
6059,"UCHIYAMA HOLDINGS Co.,Ltd.",3.6129265,0.52962434,7723493888.0,0.861,0.906,15.976,Healthcare,Medical Care Facilities,254.0,110.16,20260216
6061,"UNIVERSAL ENGEISHA Co., Ltd.",15.839086,2.1114907,28321427456.0,14.841999999999999,10.780000000000001,15.379999999999999,Consumer Cyclical,Specialty Retail,40.0,194.14,20260216
6062,Charm Care Corporation,13.495903,2.091058,44675457024.0,11.687,5.316,16.402,Healthcare,Medical Care Facilities,250.99999999999997,101.29,20260216
6063,"Emergency Assistance Japan Co., Ltd.",34.77959,1.3383715,2524172288.0,7.485,1.575,5.4770004,Healthcare,Medical Care Facilities,82.0,28.81,20260216
6069,"Trenders, Inc.",17.344982,1.4546026,6316314624.0,14.132,4.956999799999999,7.454,Communication Services,Advertising Agencies,348.0,46.93,20260216
6070,"Careerlink Co., Ltd.",14.171666,2.1128778,33100318720.0,11.1990005,12.0120004,18.443,Industrials,Staffing & Employment Services,449.0,196.66,20260216
6071,"IBJ, Inc.",16.61996,2.8542764,29199151104.0,12.038,8.8470004,21.184998999999998,Consumer Cyclical,Personal Services,139.0,46.39,20260216
6072,"Jibannet Holdings Co., Ltd.",476.36362,16.596985,23519481856.0,0.49300000000000005,4.007000000000001,19.389,Industrials,Specialty Business Services,,2.2,20260216
6073,Asante Incorporated,32.014317,1.6207716,15734407168.0,-1.347,3.451,4.555,Consumer Cyclical,Residential Construction,385.0,50.29,20260216
6074,JSS Corporation,11.146881,0.69542867,2230211840.0,7.576,,,Consumer Cyclical,Leisure,363.0,49.7,20260216
6078,"Value HR Co.,Ltd.",62.245342,5.561473,38346002432.0,15.712000000000002,3.0620001,9.26,Healthcare,Health Information Services,190.0,23.07,20260216
6080,"M&A Capital Partners Co.,Ltd.",22.078005,2.5489573,110202273792.0,37.695,7.875,11.132,Financial Services,Capital Markets,202.0,157.17,20260216
6081,"Allied Architects, Inc.",13.803339,3.0730848,5897785344.0,-3.097,-3.2199999999999998,-32.424,Communication Services,Internet Content & Information,,-51.42,20260216
6082,"RIDE ON EXPRESS HOLDINGS Co., Ltd.",21.407928,1.2196212,10160663552.0,3.925,3.753,5.207,Consumer Cyclical,Internet Retail,145.0,48.44,20260216
6083,"ERI Holdings Co., Ltd.",15.4132395,4.8050265,33784141824.0,20.28,16.204001,35.002,Industrials,Specialty Business Services,247.00000000000003,292.93,20260216
6085,Architects Studio Japan Inc.,,148.24673,18530666496.0,-39.796,-22.884999999999998,-250.847,Industrials,Engineering & Construction,,-24.85,20260216
6086,"Shin Maint Holdings Co.,Ltd.",19.447514,4.9663,23271094272.0,7.456,11.555000399999999,31.033,Industrials,Specialty Business Services,158.0,63.35,20260216
6087,"ABIST Co.,Ltd.",20.938074,1.8350024,13588824064.0,8.366,6.2470004,9.1070004,Industrials,Specialty Industrial Machinery,300.0,163.1,20260216
6088,SIGMAXYZ Holdings Inc.,12.844745,3.746709,54880497664.0,24.620001,20.164,30.336002,Industrials,Consulting Services,395.0,51.85,20260216
6089,"Will Group, Inc.",16.439228,1.5033385,29534691328.0,3.27,4.0149998,10.308,Industrials,Staffing & Employment Services,345.0,78.41,20260216
6090,"Human Metabolome Technologies, Inc.",17.31562,2.361607,4254449664.0,29.549998,5.2360002,11.0369995,Healthcare,Diagnostics & Research,252.99999999999997,43.66,20260216
6091,Wesco Holdings Inc.,15.839286,0.74236006,11791079424.0,2.394,3.034,5.284,Industrials,Engineering & Construction,327.0,56.0,20260216
6092,"EnBio Holdings, Inc",8.859173,0.5836844,5151351808.0,13.307999,3.299,-2.325,Industrials,Specialty Business Services,147.0,71.79,20260216
6093,"Escrow Agent Japan, Inc.",32.798573,2.3000574,8013420544.0,10.023,3.927,5.550999999999999,Industrials,Specialty Business Services,326.0,5.61,20260216
6094,"FreakOut Holdings, inc.",42.288242,0.975651,11624886272.0,4.083,0.8460000000000001,5.408,Communication Services,Advertising Agencies,,15.82,20260216
6096,RareJob Inc.,27.833334,1.7089556,3194043904.0,1.2200001,2.595,6.257,Consumer Defensive,Education & Training Services,245.00000000000003,12.0,20260216
6098,"Recruit Holdings Co., Ltd.",21.407192,5.7365026,8896721715200.0,19.312,13.639999999999999,27.32,Communication Services,Internet Content & Information,41.0,297.33,20260216
6099,Elan Corporation,15.978142,3.0611646,44213268480.0,8.031998999999999,11.036000399999999,20.82,Healthcare,Medical Care Facilities,227.0,45.75,20260216
6101,Tsugami Corporation,13.460782,2.3698804,175548760064.0,30.354999999999997,14.762,24.914,Industrials,Tools & Accessories,195.0,279.33,20260216
6103,Okuma Corporation,25.47424,1.1190692,267772903424.0,7.151000000000001,3.056,4.3999999999999995,Industrials,Specialty Industrial Machinery,225.0,174.49,20260216
6104,"Shibaura Machine Co.,Ltd.",17.691523,0.8526534,102391742464.0,-0.6460000300000001,0.903,1.891,Industrials,Specialty Industrial Machinery,321.0,244.75,20260216
6113,"Amada Co., Ltd.",28.196321,1.4410834,755020005376.0,10.12,,,Industrials,Specialty Industrial Machinery,250.99999999999997,85.88,20260216
6118,"Aida Engineering, Ltd.",11.85123,0.7216299,61262680064.0,5.876,2.794,6.145,Industrials,Specialty Industrial Machinery,314.0,95.18,20260216
6125,"Okamoto Machine Tool Works, Ltd.",12.737087,0.6997771,28854941696.0,-1.6199999999999999,2.1459999,3.9899999999999998,Industrials,Specialty Industrial Machinery,367.0,342.7,20260216
6134,Fuji Corporation,33.36763,2.106518,484666703872.0,19.387,,,Industrials,Specialty Industrial Machinery,144.0,165.22,20260216
6135,"Makino Milling Machine Co., Ltd.",17.777237,1.0865873,273216684032.0,11.5609996,3.6999999999999997,7.453,Industrials,Specialty Industrial Machinery,171.0,657.02,20260216
6136,OSG Corporation,18.390728,1.2762519,230775848960.0,14.725,4.8410002,7.925,Industrials,Tools & Accessories,304.0,152.74,20260216
6137,"Koike Sanso Kogyo Co.,Ltd.",15.9673195,0.9737197,42495201280.0,11.086000499999999,3.218,6.4229994999999995,Industrials,Specialty Industrial Machinery,235.0,126.07,20260216
6138,"Dijet Industrial Co., Ltd.",9.363636,0.39152914,3366788864.0,5.1,1.567,7.388,Industrials,Metal Fabrication,362.0,121.0,20260216
6140,"Asahi Diamond Industrial Co., Ltd.",22.952854,0.8765972,55574097920.0,7.75,,,Industrials,Tools & Accessories,279.0,48.36,20260216
6141,"DMG Mori Co., Ltd.",86.09467,1.1984881,412546793472.0,4.526,1.423,2.116,Industrials,Tools & Accessories,357.0,33.8,20260216
6143,"Sodick Co., Ltd.",16.564638,0.7721757,69897453568.0,5.7250000000000005,1.757,5.1499999999999995,Industrials,Specialty Industrial Machinery,221.0,83.31,20260216
6144,"Seibu Electric & Machinery Co., Ltd.",12.840628,1.310146,42284425216.0,13.325000000000001,5.390000000000001,11.2799995,Industrials,Specialty Industrial Machinery,307.0,217.98,20260216
6145,"Nittoku Co.,Ltd.",15.703851,1.014365,39908151296.0,15.975,4.962,7.7490000000000006,Industrials,Specialty Industrial Machinery,252.99999999999997,150.6,20260216
6146,Disco Corporation,62.20462,14.449537,7835190034432.0,43.092999999999996,,,Technology,Semiconductor Equipment & Materials,60.0,1161.65,20260216
6147,"Yamazaki Co., Ltd.",,1.2959777,1464292480.0,-20.345,-3.2009999999999996,-18.687001,Industrials,Specialty Industrial Machinery,303.0,-22.14,20260216
6149,"Odawara Engineering Co., Ltd.",6.2578897,0.64294386,11912413184.0,19.422,7.2330000000000005,13.239999,Industrials,Specialty Industrial Machinery,316.0,332.7,20260216
6150,"Takeda Machinery Co., Ltd.",11.890713,0.5756527,3056715776.0,16.233998999999997,3.069,4.9110000000000005,Industrials,Metal Fabrication,241.0,279.63,20260216
6151,"Nitto Kohki Co., Ltd.",65.5361,0.5615808,33629646848.0,2.876,1.3049998999999999,3.5069999999999997,Industrials,Specialty Industrial Machinery,220.00000000000003,27.42,20260216
6155,"Takamatsu Machinery Co., Ltd.",,0.33513802,5298663424.0,-1.5470001,-0.29,-0.936,Industrials,Specialty Industrial Machinery,206.99999999999997,-12.17,20260216
6156,A-One Seimitsu Inc.,,1.3710902,9804505088.0,7.323,1.054,-2.3359999,Industrials,Tools & Accessories,513.0,-44.02,20260216
6157,"NS Tool Co., Ltd.",18.686665,1.2416723,22491058176.0,21.959999,5.6610000000000005,7.0310004,Industrials,Tools & Accessories,329.0,49.34,20260216
6158,"Waida Mfg. Co.,Ltd.",22.873024,0.67066723,6978915328.0,3.497,0.679,0.985,Industrials,Specialty Industrial Machinery,344.0,46.78,20260216
6159,"Micron Machinery Co., Ltd.",13.474436,0.7286108,10274969600.0,0.202,2.41,6.741999999999999,Industrials,Specialty Industrial Machinery,55.00000000000001,162.53,20260216
6161,Estic Corporation,9.107548,0.98039126,10416418816.0,18.417999,7.424,10.270999999999999,Industrials,Specialty Industrial Machinery,278.0,114.74,20260216
6165,"Punch Industry Co., Ltd.",11.864781,0.6876963,14786896896.0,5.791,4.123,4.204,Industrials,Tools & Accessories,345.0,45.26,20260216
6166,"Nakamura Choukou Co., Ltd.",55.197567,9.96707,10006976512.0,0.132,-0.47200000000000003,17.679001,Industrials,Specialty Industrial Machinery,,16.45,20260216
6167,"Fuji Die Co.,Ltd.",72.82898,1.3480704,26764021760.0,2.5290000999999998,1.423,2.084,Industrials,Tools & Accessories,315.0,18.77,20260216
6168,One Group Corp.,1.9797947,0.21575692,379084864.0,,,,,,,,20260216
6171,C.E.Management Integrated Laboratory Co.Ltd,17.63767,1.214813,6285458432.0,14.822,5.8330003,9.596,Industrials,Engineering & Construction,271.0,25.06,20260216
6173,Aqualine Ltd.,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,,Industrials,Specialty Business Services,,-169.5,20260216
6174,"Dentas Co., Ltd.",,28.617933,898880000.0,,,,,,,,20260216
6176,Brangista Inc.,14.30006,1.5025471,9946862592.0,17.976,10.065,12.797,Communication Services,Publishing,411.00000000000006,49.79,20260216
6177,AppBank Inc.,,3.3394985,3247251200.0,-11.9890004,,,Communication Services,Advertising Agencies,,-15.22,20260216
6178,"Japan Post Holdings Co., Ltd.",16.1501,0.5887822,5608178712576.0,9.286999999999999,0.232,4.378,Financial Services,Banks - Regional,245.00000000000003,123.25,20260216
6180,GMO Media Inc.,12.154812,2.6643178,8375210496.0,5.824,9.2609994,21.666999,Communication Services,Internet Content & Information,445.0,384.21,20260216
6181,Tameny Inc.,6.338798,20.308125,3725986304.0,2.776,-1.8239999999999998,-122.481,Consumer Cyclical,Personal Services,,-32.53,20260216
6182,MetaReal Corporation,183.39223,2.8952844,5650648576.0,12.100001,-0.753,-1.081,Technology,Information Technology Services,,2.83,20260216
6183,"BELLSYSTEM24 Holdings, Inc.",11.969339,1.4570878,105644703744.0,9.698,4.118,13.697000000000001,Industrials,Specialty Business Services,426.0,118.72,20260216
6184,"Kamakura Shinsho, Ltd.",24.725033,5.854716,23151575040.0,14.64,16.564,27.223999999999997,Consumer Cyclical,Personal Services,359.0,22.73,20260216
6185,SMN Corporation,13.034056,1.4788691,6157980672.0,2.903,6.3379996,11.998000000000001,Communication Services,Advertising Agencies,,32.3,20260216
6186,"Ichikura Co., Ltd.",2.485361,0.5452718,2111821312.0,10.592,0.22999999999999998,-3.6839999999999997,Consumer Cyclical,Personal Services,366.0,-7.07,20260216
6189,Global Kids Company Corp.,107.49014,1.0053846,7774177280.0,4.433,3.6830000000000003,2.331,Industrials,Specialty Business Services,488.99999999999994,7.61,20260216
6190,"PhoenixBio Co., Ltd.",,1.326317,2010676864.0,13.963999999999999,2.099,-12.869,Healthcare,Biotechnology,,-77.06,20260216
6191,AirTrip Corp.,9.705548,1.0768912,17234577408.0,14.827000000000002,8.062999999999999,15.892999999999999,Consumer Cyclical,Travel Services,137.0,79.13,20260216
6193,"Virtualex Holdings, Inc.",13.280833,1.4914567,2801446400.0,4.3449998,5.029,10.865,Technology,Information Technology Services,151.0,74.92,20260216
6194,"Atrae, Inc.",14.332049,3.2029645,16271845376.0,22.650999,13.294,13.502,Industrials,Staffing & Employment Services,891.0,49.33,20260216
6195,"Hope, Inc.",9.717154,3.1602373,3025110016.0,6.776,8.638,19.688,Communication Services,Advertising Agencies,,21.92,20260216
6196,"Strike Company,Limited",16.69989,4.1639957,78827339776.0,25.796999999999997,21.332,28.576002,Financial Services,Capital Markets,449.0,245.81,20260216
6197,Solasto Corporation,18.831442,3.4489393,81536491520.0,5.628,,,Healthcare,Medical Care Facilities,236.0,47.58,20260216
6198,"CAREER CO., LTD.",2.955606,1.1141684,2085771776.0,-1.0190001,-1.00300005,-5.7930004,Industrials,Staffing & Employment Services,212.0,-17.66,20260216
6199,"SERAKU Co., Ltd.",12.540371,2.3320334,21094309888.0,9.313,10.915,18.562001,Technology,Information Technology Services,110.00000000000001,126.95,20260216
6200,"Insource Co., Ltd.",14.366999,5.2344007,59369500672.0,37.221,28.386,40.511,Consumer Defensive,Education & Training Services,419.00000000000006,49.21,20260216
6201,Toyota Industries Corporation,29.574102,0.9957448,6069572075520.0,4.3730002,,,Industrials,Farm & Heavy Construction Machinery,137.0,683.03,20260216
6203,"Howa Machinery, Ltd.",67.6736,1.0226392,20822767616.0,8.497,1.9189999999999998,2.298,Industrials,Specialty Industrial Machinery,119.0,25.49,20260216
6208,"Ishikawa Seisakusho, Ltd.",41.896362,2.4074783,14220971008.0,10.524999,2.6800001,8.612,Industrials,Specialty Industrial Machinery,68.0,54.42,20260216
6209,NPR-Riken Corporation,9.27219,0.71688,108966543360.0,8.6169995,3.53,8.2159996,Consumer Cyclical,Auto Parts,341.0,436.79,20260216
6210,"TOYO INNOVEX Co., Ltd.",7.35768,0.87239367,14027712512.0,0.799,0.393,-2.6129998000000003,Industrials,Specialty Industrial Machinery,508.0,-7.3,20260216
6217,Tsudakoma Corp.,2.574167,1.2658312,3602588416.0,2.2880001,-0.168,-8.7460004,Industrials,Specialty Industrial Machinery,,-5.77,20260216
6218,ENSHU Limited,,0.35292572,3624905216.0,4.97,-0.023,-12.376001,Industrials,Specialty Industrial Machinery,175.0,-248.58,20260216
6222,"Shima Seiki Mfg.,Ltd.",15.824176,0.41922426,33786382336.0,-16.323999999999998,-1.889,-3.167,Industrials,Specialty Industrial Machinery,102.0,-332.31,20260216
6223,"Seibu Giken Co.,Ltd.",12.506913,1.2592409,41717501952.0,10.0659996,6.223999999999999,11.2220004,Industrials,Specialty Industrial Machinery,379.0,162.71,20260216
6224,"JRC Co.,Ltd.",17.066788,3.6365488,19313694720.0,12.031,7.808,25.91,Industrials,Specialty Industrial Machinery,199.0,87.89,20260216
6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",29.453234,7.3239527,99422076928.0,25.647,20.084,31.624000000000002,Industrials,Engineering & Construction,94.0,191.49,20260216
6227,"AIMECHATEC, Ltd.",259.29333,7.019124,88288034816.0,24.348,11.198,26.426,Technology,Electronic Components,45.0,54.34,20260216
6228,"J.E.T. Co., Ltd.",,0.9327222,9149067264.0,-1.7380000999999998,-4.42,-23.634,Technology,Semiconductor Equipment & Materials,92.0,-185.11,20260216
6229,Okumura Engineering corp.,13.267378,0.84352714,9082432512.0,19.214001,4.649000200000001,7.170999999999999,Industrials,Specialty Industrial Machinery,196.0,152.63,20260216
6230,Sanei Ltd.,8.213246,0.67879885,10071265280.0,9.398,4.986,8.351,Industrials,Building Products & Equipment,291.0,267.86,20260216
6231,"KIMURA KOHKI Co.,Ltd.",17.973034,3.895769,53483753472.0,24.738,12.079000500000001,25.661,Industrials,Electrical Equipment & Parts,90.0,835.14,20260216
6232,ACSL Ltd.,-21.865673,11.855029,20465041408.0,-36.245,-22.487,-139.93801,Technology,Computer Hardware,,-109.07,20260216
6233,KLASS Corporation,12.511671,0.6909876,2086148096.0,0.713,1.7029999,5.651,Industrials,Specialty Industrial Machinery,242.0,32.13,20260216
6235,"Optorun Co.,Ltd.",26.555555,1.8261346,104798691328.0,4.9829997,2.488,4.8800003,Industrials,Specialty Industrial Machinery,254.0,99.0,20260216
6237,"Iwaki Co., Ltd.",13.951361,1.6455758,64265924608.0,14.265998999999999,6.5680000000000005,11.931,Industrials,Specialty Industrial Machinery,301.0,207.65,20260216
6238,FURYU Corporation,15.506645,1.2284553,28738658304.0,9.997,6.861000000000001,9.15,Consumer Cyclical,Leisure,379.0,69.97,20260216
6239,Nagaoka International Corporation,10.54412,1.3450128,10293856256.0,9.950000000000001,7.9959996,10.383000000000001,Energy,Oil & Gas Refining & Marketing,245.00000000000003,138.94,20260216
6240,Yamashin-Filter Corp.,24.04962,1.8677183,41844359168.0,11.481,6.002,8.131,Industrials,Specialty Industrial Machinery,283.0,24.99,20260216
6245,"HIRANO TECSEED Co.,Ltd.",29.731035,0.7135436,27945166848.0,7.131,1.555,1.9650001000000001,Industrials,Specialty Industrial Machinery,455.0,62.09,20260216
6246,Techno Smart Corp.,10.035194,1.1325996,23590313984.0,14.508,8.003,13.655000000000001,Industrials,Specialty Industrial Machinery,428.0,204.58,20260216
6247,"Hisaka Works, Ltd.",10.924867,0.7139516,43700523008.0,6.393000499999999,2.859,6.712999999999999,Industrials,Specialty Industrial Machinery,347.0,152.13,20260216
6248,"Yokota Manufacturing Co., Ltd.",11.187269,1.171221,3482041344.0,24.507,9.401,12.169,Industrials,Specialty Industrial Machinery,290.0,167.78,20260216
6249,"Gamecard Holdings, Inc.",8.168361,0.64235586,39008464896.0,17.884000999999998,5.0679997,6.1850000000000005,Industrials,Business Equipment & Supplies,360.0,340.46,20260216
6250,Yamabiko Corporation,9.965977,1.1986356,143797633024.0,7.5520000000000005,7.580000000000001,12.708001,Industrials,Tools & Accessories,305.0,352.7,20260216
6254,"Nomura Micro Science Co., Ltd.",11.310934,3.3433535,129047781376.0,11.228,9.568,32.353002,Industrials,Specialty Industrial Machinery,279.0,299.71,20260216
6255,NPC Incorporated,12.300424,1.5697672,15797020672.0,-24.113001,6.646000000000001,9.3389995,Industrials,Specialty Industrial Machinery,137.0,61.38,20260216
6257,"Fujishoji Co.,Ltd.",9.794776,0.5147442,21970780160.0,-12.0249994,-8.807000500000001,-10.0030005,Consumer Cyclical,Gambling,476.0,-202.74,20260216
6258,Hirata Corporation,13.399099,1.1858857,85690851328.0,8.509,4.0949997,9.393,Industrials,Specialty Industrial Machinery,227.99999999999997,208.82,20260216
6262,"Pegasus Co., Ltd.",16.481844,0.5873888,18147676160.0,4.409,1.7280001,2.339,Industrials,Specialty Industrial Machinery,517.0,45.99,20260216
6264,"Marumae Co., Ltd.",31.480616,5.139953,42671931392.0,16.517,8.126,19.094998999999998,Industrials,Specialty Industrial Machinery,175.0,107.05,20260216
6265,CONVUM Ltd.,15.421166,0.6337007,3800109312.0,11.597,2.8989998999999997,4.131,Industrials,Specialty Industrial Machinery,197.0,162.05,20260216
6266,"Tazmo Co., Ltd.",9.269149,1.3249214,35160420352.0,4.162,6.205,13.875000000000002,Technology,Electronic Components,122.0,262.16,20260216
6267,"General Packer Co., Ltd.",8.46991,0.8971969,6455331840.0,5.3629998,6.2340003,11.618,Industrials,Specialty Industrial Machinery,385.0,453.96,20260216
6268,Nabtesco Corporation,9824.444,1.905156,520101658624.0,6.0399998,2.848,5.459,Industrials,Specialty Industrial Machinery,184.0,0.45,20260216
6269,"MODEC, Inc.",17.817001,4.8068604,985814204416.0,9.036,3.216,27.215,Energy,Oil & Gas Equipment & Services,139.0,809.62,20260216
6272,"Rheon Automatic Machinery Co., Ltd.",11.548232,1.0403854,42851315712.0,10.402001,6.637,10.2060005,Industrials,Specialty Industrial Machinery,337.0,137.77,20260216
6273,SMC Corporation,30.133638,2.3033075,4703865274368.0,22.313999000000003,5.2810002,7.9030000000000005,Industrials,Specialty Industrial Machinery,141.0,2472.32,20260216
6276,"SiriusVision Co., Ltd.",,0.74051,1346988544.0,-16.933999999999997,-3.8680002,-30.520000000000003,Industrials,Specialty Industrial Machinery,303.0,-160.92,20260216
6277,Hosokawa Micron Corporation,21.925238,1.4180099,98207481856.0,3.9280000000000004,3.907,5.266,Industrials,Specialty Industrial Machinery,197.0,306.04,20260216
6278,Union Tool Co.,36.554337,2.7953198,223363530752.0,17.291999999999998,6.5,7.985,Industrials,Tools & Accessories,109.00000000000001,353.72,20260216
